Review,Rating
di pesan nike 4 dtg warna nya nike 1... bahan nya KW ni kyk nya no recommended lah 👎👎👎👎👎👎,bintang 1
"dikirim nya sepatu yg harga nya 80k wkwkwk, yaudah lah.",bintang 1
Proses pesanan cepat Mantap modelnya 👟,bintang 5
"Barang yang di kirim tidak sesuai dengan pesanan. Order warna Navy Putih yang di kirim warna merah. Kondisi barang tidak sesuai ekspektasi, seperti barang bekas pakai. Sa... ",bintang 1
Sesuai ekspektasi.. Mantap..,bintang 5
Agar lebih konsisten antara deskripsi dg tersedianya barang,bintang 1
,bintang 1
lem bagian bawah copot pdhal baru 1x pake,bintang 1
ukuran g standar,bintang 1
"barang sampai dgn baik, pakaging jg baik, respon dan servis admin toko bagus bgt.. cm sayangnya spatu nya kok agak keras yaa, but its oke laaah utk hrga sgitu",bintang 5
Di Jual Baran false!!!! Tulis barang original dengan harga mahal sekali untuk barang false!,bintang 1
"pelayanan jelek dan lama parah,minta tuker size padahal ongki di tanggung pembeli bolak balik,tpi responya ngga beres,ngga bakalan saya beli lgi disini",bintang 1
Lain kali jujurlah dengan kondisi barang yang tidak tersedia.. kemudian apabila mengambil barang dari toko lain dengan harga yang berbeda lakukan diskusi lagi pembeli.. U... ,bintang 1
pesan barang nike datengnya adidas setelah di chat jawabannya hanya ok aja,bintang 1
pas sesuai pesanan ,bintang 5
tidak sesuai harapan,bintang 1
Beli produk lokal,bintang 5
Lem & jahitan rapi. Ukuran pas di kaki. Ringan dipakai.,bintang 5
"awal nya coba2... ternyata ada harga ada rupa... barang kurang bagus, karena harga nya jg murah. ",bintang 1
Produk nya sesuai...makasih,bintang 4
Makasih gan saya merasa puas. Barang sampai tujuan dan cepat di antar,bintang 5
"Pengiriman agak lama dan ga tembus barcodenya, tapi ga masalah si",bintang 5
,bintang 1
seller tidak membuat pembeli nyaman ketika ada masalah pengiriman,bintang 1
"Sol sepatu keras, kualitas barang terlihat barang murahan",bintang 1
"pengiriman bagus tepat waktu, barang kwalitas ok juga, cuma kok aga keras ya ?",bintang 5
"tdk sesuai pesanan
padahal kita chat tanya2 dl, dijwb ready
anak sy kecewa saat sendal datang",bintang 1
Tak sesuai gambar kualitas mengecewakan...jelek !,bintang 1
"Packingnya sangat rapi. Sepatunya sesuai dengan gambar, bagus. Makasihh ya, sukses selalu :)",bintang 5
Sepatunya nyaman Bahannya berkualitas Desainnya keren 👍 Ukuran sesuai,bintang 5
No shoes !!,bintang 1
"Responya okelah,tapi sayang ga teliti",bintang 1
"confuse name of title ""golfer""",bintang 2
"Kecewa banget sama toko ini, di foto keliatan banget miring ujung kanan ga presisi di realnya lebih keliatan lagi,minta tuker alasannya tinggal 2 dan yg satunya defact ju... ",bintang 1
"Sepatunya nyaman dan keren,janji estimasi 5-6 ternyata 4 hari sudah sampai cepet banget sampainya,ori dan sesuai pic karena ada harga ada qualitas ,mantep dehh tokonya ge... ",bintang 5
ukuran sama.. Tp kanan kiri lubangnya beda..,bintang 1
size yg dikirim tidak sesuai dengan yang dipesan,bintang 1
,bintang 2
"Hai. saya sudah mengajukan pembatalan, tapi barang tetap dikirim. jujur saya sangat kecewa tidak sesuai dengan yang sudah di sepakti. percuma saya chat . barang tetap dik... ",bintang 1
,bintang 1
pesanan rebbok yg sampai adidas . yaa ada harga ada kwalitas laaah ,bintang 3
"pelayanan krg baik,krg reaponsif,lamban..pengiriman kelamaan",bintang 1
Wrong size was sent. Seller confirmed he has W8 but sent me w7.,bintang 1
Dibagian sole cacat,bintang 1
"Barang tidak sesuai photo
 • Sol warna ungu
 • insol warna hitam
 • Tidak pakai Box

Percumah di komplain, gak nyelesain masalah",bintang 1
Sepatunya nyaman Mantap modelnya 👟 Desainnya keren 👍 Ukuran sesuai Packaging aman 🙏,bintang 5
Sepatunya nyaman Mantap modelnya 👟 Ukuran sesuai Desainnya keren 👍 Penjualnya ramah banget Packaging aman 🙏,bintang 5
Coba diperbaiki kualitas barangnya dan diperbaiki layanan serta chat,bintang 1
"kecewaaaa parah
pesan apa datang apa.. gak sesuai pict. kemasan seperti barang sisa. cukup sekali deh belanja disini",bintang 1
,bintang 1
Dibagian sole cacat,bintang 1
mantap bossss sendal nya empuk nyaman di pakai tambah goodd kalo kena sinar bisa menyalakan bosss,bintang 5
Penipu jangan beli,bintang 1
"sesuai dengan harga nya😬sayang nya saya kira hitam gak tau nya coklat warna nya,tidak sesuai yang di harapkan",bintang 1
bagus bgt kayak ga pake sandal ringan n kuat,bintang 5
gak sesuai bgt sma gambar cok,bintang 1
Barang yg dipesan tidak sesuai. Ukuran dikirim tidak sesuai,bintang 1
,bintang 1
bagus cuman baru di pakai sekali udah copot yg bolongan buat tali,bintang 3
kotak yang diberikan terlalu kecil sehingga sepatu terlipat meninggalkan bekas..namun pengiriman cepat dan kualitas barang sesuai dengan harga..overall okelahh terimakasi... ,bintang 3
lumayan lah sepatu'nya hanya terlalu enteng saja.,bintang 3
"Warna ga sesuai, kualitas ya sesuai dengan harganya.",bintang 3
"Sangat puas banget, Jazaakallah khair 
Smg semakin banyak pelanggan ",bintang 5
,bintang 1
mantap...,bintang 5
,bintang 1
Semoga sukses usahanyaa boss saran ajaa harus lebih care ajaa sama customer,bintang 1
"order tgl 3 Mei 2021 estimasi tiba tgl 5 Mei 2021.
baru dikirim tgl 6 Mei 2021",bintang 2
kecewa tidak sesuai dengan contoh.,bintang 1
Lumayan lah barang sesuai dengan di gambar ,bintang 3
barang sesuai pic. cukuplah dengan price,bintang 3
sayang tidak aman di pesan merek apa datang lain asal dapat untung diminta no 41 datang no 42 di tutup  pake no 41. bagus dipeli hara  karyawan seperti itu kreatip.,bintang 1
sesuai gambar.,bintang 5
parah sih ini. di varian gaka warna item. bisa2nya dateng warna item. gada respon sama sekali. pengiriman lama banget. gak niat jualan,bintang 1
Lem & jahitan rapi Ukuran pas di kaki Nyaman dipakai Modelnya keren 😎,bintang 5
"tidak ada warna hitam, minta ganti biru malah dikirim putih",bintang 1
,bintang 1
Mantul,bintang 5
"pesan rockport US9.5 warna hitam, dikirim clarks warna coklat US10. luar biasa seller. sayangnya kesalahan saya adalah tdk video-kan saat unboxing.",bintang 1
Keren sepatunya sesuai katalog..harganya pun terjangkau... Trims  🙏🙏,bintang 5
pedagang tidak merespons komplain size yg salah kirim,bintang 1
"sengaja beli size 43 biar nggak kesempitan, eh ternyata malah nggak muat.

model lain (brand yg sama) size 43 pas di kaki..


kesimpulan: size antar model tidak konsisten... ",bintang 1
alham barang nya da [LINK] synk pengiriman nya lambat skali...,bintang 3
"Kualitas sesuai dengan harganya,  bonus kaos kaki tidak ada....",bintang 3
list warna putihnya baru dipakai dua kali udh lepas sebelah...akhirnya yg sebelah saya lepas sekalian.,bintang 2
sudah diterima...goood.....,bintang 4
Tidak teliti Jujur Kecewa,bintang 1
kapok !!!,bintang 1
"sandalnya sesuai pesanan,,empuk dipakai,,pokoknya cocok dikaki,,,!
",bintang 5
Sandal yang dikirimkan tidak sesuai dg pesanan. Cenderung menipu dan tidak sesuai dg barang yg ditawarkan.,bintang 1
"yang dipesan lain yang datang lain....  mengecewakan sekali...

besok besok cek lagi pesanan costumer gan",bintang 1
"Ga dikirim2 sm toko. Diminta kembalikan uang malah pengennya dikomplain aja. Ga ngerti, dikasih solusi gampang malah pengennya dikomplain",bintang 1
"Produk gak rapih d bagian sole dan tidak ada bonus kaos kaki yg seperti di janjikan d deskripsi, tidak sesuai dngn harga, mengecewakan",bintang 1
lumayan untuk harga segitu...makasih,bintang 5
kurang,bintang 1
"Saya kecewa di warnanya maroon nya gk sesuai poto... Kalo waktu aga lama mungkin karana ada pemilu,ak papa ",bintang 2
respon penjual oke sangat.  barang standar lah ya......,bintang 4
"barangnya bagus,pelayanan ramah,the best pokonya toko ini👍🏻",bintang 5
,bintang 1
"Size kurang pas, tidak nyaman dipakai, dan malah menyebabkan lecet di kaki",bintang 1
gimanah kasih bintang lima  blum menerima  paket,bintang 1
"saya minta no. 42
di kirim no. 41
sedih gak bisa di pakai",bintang 1
mantap,bintang 5
"ngga original. tapi yaudah mau gimana, udah terlanjur dibeli",bintang 1
,bintang 1
Model yg dipesan beda sama barang yg diterima....,bintang 1
barangnya ok pelayanan cepat,bintang 5
"SANGAT KECEWA KETIKA BARANG YANG DATANG TIDAK SESUAI GAMBAR. 
BERILAH KEPUASAN YANG SESUAI, JANGAN MEMBERIKAN HARAPAN PALSU. 
SANGAT DAN TIDAK PANTAS SERTA KECEWA.",bintang 1
"PENJUAL  TIDAK BERTANGGUNG JAWAB.

DIKOMPLAI  tapi tidak ada Jawaban.

anjengggg",bintang 1
"Sepatunya nyaman
 Bahannya berkualitas
 Penjualnya ramah banget
 Packaging rapi
 Ukuran sesuai

Terima kasih sudah amanah",bintang 5
pesan biru yang di kirim hitam,bintang 1
Diterima dalam kondisi aman. sayangnya jahitannya ga agak gak rapih jd sakit kena kaki. 1 more thing baru sy pake bentar udah hampir mau putus lg .-.,bintang 3
Diterima dalam kondisi aman. sayangnya jahitannya  agak gak rapih jd sakit kena kaki. 1 more thing baru sy pake bentar udah hampir mau putus lg .-.,bintang 3
"Kurir si cepat busukkkk.....tolong..dihapus aja dari edarann, klo gak niat kerja gak usah kerja aja sekalian, biar gak makan lo sekalian, masak 9 hari barang baru sampe p... ",bintang 1
kwalitas premium masih jauh sama goodkiller👎,bintang 1
"SUPER MANTAP ORIGINAL.
JANGAN RAGU UNTUK PAYMENT.",bintang 5
,bintang 1
"kok sudah ada jahitan ya wkwkkk..
parah pokok nya
barang baru kok gini amat ya, untung sya baru nyampe rmh dan blm sempat cek barang..klo sempat dluan sya dtg mah, langsg... ",bintang 1
Mantaplah.. Harga segini dpt barang bagus.. Thanks gan,bintang 5
Tidak sesuai deskripsi,bintang 1
"mo kasih bintang full tadinya,tapi ini baru 2 hari dipakai udah begini",bintang 1
Too bad quority,bintang 1
barang tidak sesuai dengan yang diminta/dipesan. Setelah di tanya tidak ada tanggapan dari penjual. Tidak bisa dipercaya,bintang 1
tidak nyaman dipakai.. keras.,bintang 1
"brg sangat bagus , sesuai harapan & cepat sampai 👍👍",bintang 5
"lem sepatu nempel sama plastik, kulitnya jd ada bekas lem. hati2 ama yg mau beli produk ini mending cari seller lain aja",bintang 1
"barang baguus sesuai dengan gambar, dan ada garansi size, ukuran gk pas bisa diretur.. recommended seller bagi kalian yang memiliki ukuran big size.",bintang 5
"Terima kasih, paket Sesuai pesanan.
produk mantap",bintang 5
,bintang 1
"Beberapa lem ada yg masih basah, jd ragu utk dikatakan ori.",bintang 1
"kualitas buruk. outsol nya licin,lem nya berantakan. haduh nyesel belinya👎🏻",bintang 1
sepatunya KEREN sesuai gambar nyampenya juga cepat Nyaman dipakai Ringan dipakai Warnanya mantap Modelnya keren 😎,bintang 5
Barang lumayan sesuai Harga,bintang 5
,bintang 1
Barang diterima dgn baik. Thanks gan..,bintang 5
kualitas tidak sesuai seperti yg diharapkan...kecewa,bintang 1
,bintang 1
kurirnya ****,bintang 1
FAKE PRODUCT JANGAN BELI KW TAPI SELLER GA MAU TERIMA DIA MERASA BENER,bintang 1
barang bekas pakai,bintang 1
"tidak sesuai dengan pesanan  pesen no 40
datang 43 
kecewa njir",bintang 1
"sesuaibgambar dan 9esanan, kualitas bagus harga bagus",bintang 5
sebelumnya ambil ukuran 41 kekecilan kirain 42 jadi lebih besar ternyata sama aja ttp kekecilan gada bedanya 41/42,bintang 3
kekecilan,bintang 3
pakai sekali rusak. biadap,bintang 1
,bintang 1
fake,bintang 1
"dengan sangat terpaksa.
bintang satu saya berikan.
jika tidak berkenan dengan ulasan saya.
silahkan datang ke tempat saya.",bintang 1
BAGUUUUUUSSSSSSS...  Gooodddddddddd ........,bintang 5
,bintang 1
tidak sesuai dengan foto barangnya.mengecewakan sekali,bintang 1
Sepatunya nyaman. Lumayan untuk harga segini mah 👍,bintang 5
,bintang 1
barang jelek.... bahan imitasi_1 minggu pemakaian sudah rusak..... saller tdk amanah.,bintang 1
"barang sudah diterima keren sandalnya kak
nanti bakal order lagi deh",bintang 5
Sepatunya nyaman. Lumayan untuk harga segini mah 👍,bintang 5
,bintang 1
Mantap mantap tappppppppppp ,bintang 5
Sebelum membeli sebaiknya ukuran anda tambah 2 atau 3 size diatas. Saya biasanya pakai size 40. Sudah pesan yg size 42 tapi masih sangat sempit sehingga tidak nyaman utk... ,bintang 1
"model sepatu bagus tapi telapak sepatu jelek karna terbuat dari karet,,,jadi serasa pake sendal karet,,,",bintang 1
"Saya order warna hitam, yang datang warna kuning dan seller gk ada respon saat di tanya",bintang 1
"Lem & jahitan rapi Ukuran pas di kaki Ringan dipakai Nyaman dipakai Bahan tidak mudah mengelupas Modelnya keren 😎
Barang asli.",bintang 5
seperti spatu lama,bintang 1
lem berantakan,bintang 1
"trimakasih sudah keterima, barang lumayan bagus",bintang 2
"mksh brg nya dah sampai..maaf bru ksih ulasan
respon cepet pengiriman jga cepet",bintang 4
,bintang 2
"kalau dilihat dari segi fisik nga meyakinkan seperti bukan produk pabrikan tapi kelihatan produk UMKM, maaf ya  harga segitu menurutku seharusnya dapat yang lebih baik bu... ",bintang 3
bahannya keras dan kaku,bintang 3
barang jelek.... bahan imitasi_1 minggu pemakaian sudah rusak..... saller tdk amanah.,bintang 1
"barang sudah diterima keren sandalnya kak
nanti bakal order lagi deh",bintang 5
bukan kulit asli.....tp kulit sintetis..tipis lagi,bintang 2
,bintang 1
,bintang 1
bagus. tp berat sendalnyaaa.. berat x,bintang 3
"kualitas barang tidak bagus.. tidak di jahit sol nya.. ringkih.. pengiriman lama.. tidak rekomendasi.. 

tolong koreksi dalam kualitas barang.. dan kecepatan pengiriman..... ",bintang 1
"customer servicenya bener2 buruk banget, kita sbg customer yang ingin menukar barang, tidak dilayani dengan baik. memang betul toko ini tdk salah kok, dan dr awal gak nud... ",bintang 1
thanks,bintang 5
"Produk sangat bagus, Asli seperti gambar, Respon cepat, pelapak ramah, pokoknya Rekomended bangetttttttt",bintang 5
ukuran tidak sesuai...biasanya saya pake 37 tp saya pesen 38... malah ga muat,bintang 1
baru dipakai langsung ancurrrr,bintang 1
"Kecewa sih, katanya persis sama di gambar tapi itu liat Bagian Bawahnya yang dark grey beda banget sama si gambar. Dan katanya kalau beda sama di gambar 100% Uang kembali... ",bintang 1
42 besar juga dan model nya panjang oval. Diluar ekspetasi. 💔,bintang 5
,bintang 1
Tebel sebelah,bintang 1
"Ukuran tidak sesuai dengan yg diinfokan dan tidak bisa retur, kualitas bahan juga jelek..semoga BERKAH",bintang 1
penjual tidak profesional,bintang 1
**** off,bintang 1
"barangnya seperti bekas display, kotor di outsole",bintang 3
Hangtag nya berkarat,bintang 3
ternyata sole sepatu jauh dari harapan..bukan karet..jadi sangat tidak puas,bintang 1
"pesan yg hush puppies, yg datang new balance.. kurang ajar!!!!",bintang 1
"Sandalnya sesuai dengan gambar, bagus dan suka. Anakku suka.",bintang 5
"tidak sesuai iklan, judul kickers yang datang fordza",bintang 1
"barang kekecilan, chat penjual 
 untuk menanyakan apa bisa di retur atau tidak,  tpi tdk di balas",bintang 1
"barang sudah sampai dan sizenya pas, makasih juga bonusannya min",bintang 5
lidah sepatu sobek,bintang 1
"Barang sampai dengan cepat & selamat sesuai pesanan❤️
Terimakasih sekali respon penjual sangat ramah, semoga laris selalu kakak🙏🏻",bintang 5
ukurannya 44 diganti 45,bintang 1
,bintang 1
"kalau batal berbelit  belit, harga mahal sebelum beli cek dulu ke oren, minta batal di catting hanya read doang sekali di balas dengan jawaban astaga, jam 7 order dan bay... ",bintang 1
"tidak sesuai gambar
tidak disarankan beli disini
ordernya apa yang datang lain
sangat mengecewakan",bintang 1
JELEK BANGET NEKUK LQNGSUNG ROBEKKKKK,bintang 1
"KECEWA BANGET, di chat nya bilang ada warna biru, datengnya hitam.
Kalo bisa gak kasih bintang.
GAK BAKAL BELI DI TOKO INI LAGI !!",bintang 1
"respon lambat, chat tidak di balas, barang sampainya lama",bintang 1
"Asikk sandalnya udh nyampe, puas bgt, sandalnya tebel, empuk dan nyaman semoga awet di pakenya, penjualnya jg ramah dan responsif. Buat teman2 yg lagi cari sandal buat ha... ",bintang 5
......      ........ ..............,bintang 3
.......................................,bintang 3
"agak kurang nyaman dg proses-pengirimannya, plenty of room for improvement.
produk secara kasat mata cukup berkualitas, kokoh namun juga ringan.
thumbs up buat warna cokl... ",bintang 5
lelet,bintang 1
Aman 💯 original barang sesuai,bintang 5
Barang premium/kw,bintang 1
Kecewa order variant apa di kirim yg wrna apa untuk seller lain kali lebih teliti untuk orderan nya krna ini bisa turun rating toko kalian,bintang 1
"""Konfirmasi pesan brg lama prosesny (2 hari baru diproses)
"" Brgnya juga lama sampai.. 
""Ukuran dan Warnanya jg tdk sesuai, pesan warna krem no 43, dikirim wa... ",bintang 1
"yang pasti seller super ramah, banyak bantu cuma memang kualitas produk lebih seperti reject pabrik, semua fungsi aman, material semua ori, tapi ada bagian yang kurang ra... ",bintang 5
"kualitas kurang, baru 2x pake langsung jebol",bintang 1
Barang Joss... packing rapi... sesuai harapan,bintang 5
BARANG TIDAK SESUAI DENGAN HARGA....NYESEL SAYA BELI INI PADAHAL UDAH MINTA PERTIMBANGAN MANA YG BAGUS,bintang 1
barang sdh d terima terimakasih atas kerjasamanya.,bintang 3
kualitas barang lumayan... cm ukuran 43 ny kecil...,bintang 3
tanks brangnya udah nyampai gan....,bintang 4
kualitas sepatu kurang bagus..lem sepatu di beberapa bagian terkelupas..bahan dipakai kurang bagus..,bintang 2
terima kasih barang sudah diterima,bintang 3
barang sdh sampai... lumayan lah,bintang 3
barang sesuai kualitasnya baik,bintang 5
"barang tidak sampai.  penjual berbicara dengan sangat buruk dan bahkan mencoba menyalahkan saya atas masalah tersebut.  tidak mau mengembalikan uang, saya harus menulis k... ",bintang 1
bagus banget kak..aku suka sepatunya,bintang 2
anakku suka bgt sepatu nya makasih...,bintang 4
Bagus cuman agak kurang teliti saja,bintang 3
"kok yg caterpillar di batalkan, saya sudah transfers",bintang 3
sbntr pake langsung rusak,bintang 1
"barang sudah sampai dgn cepat dan akurat...
next order",bintang 5
"barang sudah mendarat , dus box hancur , sepatu kurang rapi sesuai harga",bintang 1
"di cek lagi dong sebelum ngirim , tali nya ga ada tuh",bintang 2
pesan ricie satu better satu tapi yg datang ricie semua,bintang 1
model keren,bintang 5
kualitas bahan sangat jelek dan tidak sesuai warna,bintang 1
"Product reject di jual dan di keterangan tidak di cantumkan bahwa ini produk reject, harganya pun lebih mahal dari produk Original yg di jual Official Store",bintang 1
pesanan no 42 dikirim 41...ga recoended,bintang 1
Sepatu nya KW tidak original,bintang 1
👍,bintang 5
,bintang 1
Sepatunya nyaman Bahannya berkualitas Respon penjualnya top,bintang 5
,bintang 1
"nice kicks, seller fast response, free socks dan sticker jg 👍🏼👍🏼👍🏼💯💯💯",bintang 5
Ati2 cuii barang palsu… zonkkk…,bintang 1
"Either very low quality from Hoka or it's fake. The finishing is terrible and the fit is at least 2 sizes smaller than the size size in other authentic Hokas

I tried... ",bintang 1
"menilai se objektif mungkin
1. ini barang fake, bukan reject. tali (karet) sendal terasa keras. ada motif berupa garis yg tidak presisi. bagian belakang sendal ketika jal... ",bintang 1
ukuran pas.makasih,bintang 5
"Saya sangat kecewa dari pihak Eigernya Salah kirim product ketika minta tukar tidak bisa, alasannya karena sudah konfirmasi jdi tidak bisa tukar padahal saya sudah jelask... ",bintang 1
sesuai pesanan ukuan pass semoga awet,bintang 5
,bintang 1
"barangnya tidak sesuai sama yang di gambar,kardus pembungkusnya juga asal,bikin kecewa pembeli",bintang 2
Proses pesanan cepat,bintang 4
kecewa ternyata bukan kulit asli..padahal diskripsi dijelaskan kulit sapi asli,bintang 1
"yang di pesen adidas mahal harga 800rb yang dateng topi gajelass, di di komplain lama reponse...",bintang 1
Warna tidak sesuai pembeli,bintang 1
"Barang bagus , seller helpful , fast response , rekomended sipp",bintang 5
No comen untuk produk ini,bintang 1
pesanan saya kurang kurang satu penjual kurang teliti liat orderan yg masuk,bintang 5
salah kirim nomor,bintang 1
"1.kulit gampang pecah
2.sepatu tidak di sol . cuma di press
3.busa bagian dalam tipis bgt",bintang 1
"barang datang dengan selamat , sesuai pesanan , tali kanan & kiri slank",bintang 1
"barangnya sebenernya bagus tapi lubang tali sepatunya tidak terlalu kuat.
saran buat sellernya dipakein kardus biar sepatunya tidak penyok saat dikemas☺",bintang 4
ukuran tdk sesuai permintaan,bintang 1
"Katanya kualitas barang yang diganti sama bagus eh dikirimnya kaya gini.
Kecewa",bintang 1
yg di pesan warna hitam yg datang warna coklat tpi gpp deh.. lain kali lebih jadi perhatian lagi ya.,bintang 4
yang datang merk pakalolo,bintang 1
kok beda sama foto ya 😅😅t anyway fast respond,bintang 2
"Tidak sesuai deskripsi, barang kw kasar tapi dibilang original. Komplain karena ada cacat juga tidak direspon penjual. Ahsudahlah ;((",bintang 1
"barak cacat.... lubang sepatu lepas,ukuran beda sebelah sebelah",bintang 1
lumayan sesuai harga....coba klo bordiran di logo nya...sayangnya sablonan...makasih ya,bintang 3
mutunya memuaskan utk harga yang bersahabat.  recommended,bintang 4
"kualitas sama dengan harga sih, lumayan, tp mending mahalan dikit untuk bisa beli yg ori huhu",bintang 3
Tidak seperti ekspektasi nya,bintang 2
barang gak sesuai dengan gambar,bintang 1
"Good, barang bagus cepat sampainya ... thanks",bintang 3
"barang sudah sampai sesuai pesanan, terimakasih",bintang 5
baru banget di buka udah rusak barang nya  . tolong di cek sebelum di kirim,bintang 1
"barang tidak sesuai gambar,bukan carvil  original",bintang 3
"Ternyata bukan original, semoga berkah sesuai nama toko nya",bintang 3
Dipakai.sekali..langsung.lemnya.pada.copot..langsung.rusak..mengecewakan.,bintang 2
"barang tidak sesuai deskripsi,jauh beda sama yang di iklankan",bintang 2
"kecewa tidak sesuai sama gambar, terlanjur mau di return deket ke lebaran. tolong jangan gitu ya seller, kalo gak ada utamakan chat customer terlebih dahulu",bintang 2
Barang tidak sesuai dengan gambar,bintang 1
"sendalnye beda ama yg di poto, sol yg bawahnye juga licin, nyesel sih beli di mari",bintang 3
"toko penipu mesen design apa dikirim apa, seller dichat gadibales",bintang 1
,bintang 3
,bintang 1
"Barang tidak sesuai foto!!! Seller tidak jujur kalau begini caranya. 
semoga mendapat balasan sesuai niat & perbuatan.",bintang 1
"Barang tidak sesuai dengan deskripsi, saya kecewa beli di toko ini. Cukup sekali.",bintang 2
,bintang 3
"sepatunya murah banget, dan sesuai dengan harganya. kalo mau awet sebelum di pakai jahit dulu. biar tambah uaweeet",bintang 5
"Bagus, tapi ukurannya kebesaran. Tapi tdk masalah bagiku.
Untuk yg mau pesan dan ingin ukuran pas mungkin bisa dikecilin 1 ukuran dibawahnya.",bintang 5
"Uk 41 nya panjang bgt, jd kyk kebesaran aja di lihat. Lumayan lah",bintang 4
"packagingya rapih, pengiriman cepat, sellernya ramah dan sepatunya bagus. seller keren",bintang 5
"cukup puas sih, walaupun sedikit ketawa kecil, minta ukuran 38 yg datang 39 , tapi ada tempelannya 38 😂
tapi it's ok lah",bintang 3
Tidak sesuai gambar parah sangat berbeda,bintang 1
pesanan cepat sampai dan barang sesuai dgn harga. keren,bintang 4
pelayanan sangan bagus cepat tanggap makasih,bintang 5
Udh sering pesen cepet mantap barang nya,bintang 5
pengiriman agak lama.. barang nya lumayan.. keren lah.. tidak mengecewakan..👍👍👍,bintang 5
"Barang bagus, recomended seller...",bintang 5
barang lamayan dng harga segitu,bintang 5
"sesuai pesanan..Mantap
",bintang 5
bagus banget. makasih,bintang 5
semoga awet,bintang 5
Mantul dah,bintang 5
gak biasa,bintang 3
Ukuran sesuai.,bintang 3
barang sampai dengan cepat dan kualitas lumayan memuaskan,bintang 3
"Velcro tidak full seimbang, panjang sebelag",bintang 3
bukan asli,bintang 3
"tq, sepatu sdh sy terima, tq juga buat tokopedia....",bintang 3
Barang sesuai tetapi utk pengiriman bermasalah,bintang 3
"yg d foto produk lbh bagus, aslinya cream",bintang 3
Masih Ada Minesnya Jadi Tolong Diperhatikan Pelayanannya,bintang 3
model yg dipesan tidak sesuai. Ukuran kekecilan,bintang 3
"barang dh dtrima gan, tp sayang barangna ad cacat na di sole ad yg pecah, spatu yg paling pntg justru di kondisi sole. buat produk sih sesuai gambar bgt n kualitas lumaya... ",bintang 3
Hatur nuhun ..................,bintang 3
terima kasih barang sdh sampai...,bintang 3
barang sdh dtrima gan... terimakasih,bintang 3
"hehe
ga paham dah...",bintang 3
,bintang 3
cuma tali nya aja yg kurang rapi,bintang 3
Kerdus rusak. Klo diliat dr kerusakan bukan karna pengiriman. Sepatunya OK.,bintang 3
Terima kasih barang dah nyampe.. ,bintang 3
................................................,bintang 3
"brg udah diterima,thanks ........",bintang 3
"klo gak ada stok tolong di konfirmasi dulu donk, bukan pake daun org bayar brg ny,pesan 42 warna merah , yg dtg 41 warna orenge",bintang 3
Barang jauh berbeda dengan yang di gambar. Dan tampilan sepatu berbeda antara yang kiri dan kanan. Meskipun kualitas barang sesuai dengan harga yang dibayarkan tapi setid... ,bintang 3
"Ukuran sesuai Proses pesanan cepat, maaf sya refisi kualitas barang, baru itu jam pakai udh kebuka lem nya",bintang 3
"pas datang sih nampak ori bgt,tapi udah dipake seminggu ko kek ngelupas ngelupas gt yaa,sm pas telapak kakinya kek udah rusak lg,maaf yaa jujur☺️✌",bintang 3
"kecewa, ternyata barang gak asli, bata kw",bintang 3
,bintang 3
"brg udah diterima,thanks ........",bintang 3
"klo gak ada stok tolong di konfirmasi dulu donk, bukan pake daun org bayar brg ny,pesan 42 warna merah , yg dtg 41 warna orenge",bintang 3
Barang jauh berbeda dengan yang di gambar. Dan tampilan sepatu berbeda antara yang kiri dan kanan. Meskipun kualitas barang sesuai dengan harga yang dibayarkan tapi setid... ,bintang 3
"Ukuran sesuai Proses pesanan cepat, maaf sya refisi kualitas barang, baru itu jam pakai udh kebuka lem nya",bintang 3
"pas datang sih nampak ori bgt,tapi udah dipake seminggu ko kek ngelupas ngelupas gt yaa,sm pas telapak kakinya kek udah rusak lg,maaf yaa jujur☺️✌",bintang 3
"Velcro tidak full seimbang, panjang sebelag",bintang 3
Barang sesuai tetapi utk pengiriman bermasalah,bintang 3
"Ga nyaman, telapak kaki sakit",bintang 3
yah gmn yah.. sesuai harganya dah..,bintang 3
"yg d foto produk lbh bagus, aslinya cream",bintang 3
"Saya fikir tapak yg tebal,  ternyata tipis nih",bintang 3
bagus terimakasih sdh sampai barangnya,bintang 3
goood.................................................................,bintang 3
cepet bgt nympenya....thnx ............,bintang 3
"lumayan mantapp,,barang sesuai gambar tapi untuk pngelemannya masih belum spenuhnya kering..",bintang 3
produk oke proses pengiriman lamaa banget padahal posisi kota tetanggaan kalah sama yang jauh..selebihnya ok.,bintang 3
,bintang 3
Ada harga ada rupa,bintang 3
warnanya gk sesuai foto jir 👎,bintang 3
saya pesen coklat tua tapi dikirimnya coklat muda... daripada bolak balik kirim rugi saya ongkirnya ya udhlah terima aja.. lain kali dalam pelayanan jangan salah ya kekon... ,bintang 3
Tali hitam nya agak kelonggaran. Bahan agak letoy.,bintang 3
"Pesan sepatu ukuran 42 tapi yang datang ukuran nya kecil sekali, mungkin ukuran 39.",bintang 3
,bintang 3
paket sudah diterima..lem sepatunya tidak rata.. tp rpengirimannya cepat. tks,bintang 3
kualitas harapannya sama seperti gambar yang dipasang..tapi yaaa...,bintang 3
thanks gan. barang dah sampai hari ini dengan packing yang rapi.,bintang 3
"Barang cepat sampai. Kualitas bahan agak tipis, ukuran 43nya juga ngepas bgt. Umumnya sepatu2 saya size 43 agak kelebihan sedikit.",bintang 3
"barangnya bagus,dan pas makasih yaa",bintang 3
